Step,Name,Mass,Density,Temperature,Pressure,Volume,Crystallized_frac,y_bottom,y_top
45,spinel,2.98,4.80046979865772,760,3,0.620772575391111,0.315347721822542,70.1278580828605,71.7003660609606
45,feldspar,20.41,2.66791768740813,760,3,7.65016105869001,0.315347721822542,71.7003660609606,91.0793460214741
45,orthopyroxene,2.33,3.54,760,3,0.65819209039548,0.315347721822542,91.0793460214741,92.7466431191546
45,water,1.57,0.58,760,3,2.70689655172414,0.315347721822542,92.7466431191546,99.6036090874015
45,garnet,0.63,4.02603174603175,760,3,0.156481627503548,0.315347721822542,99.6036090874015,100
46,Liquid,28.52,2.21,750,3,12.9049773755656,0.322541966426859,0,32.6571909848493
46,olivine,13.68,3.31,750,3,4.13293051359517,0.322541966426859,32.6571909848493,43.1159385813497
46,Total solids,2.69,0.83,750,3,3.24096385542169,0.322541966426859,0,0
46,System,104.7,2.65,750,3,39.5094339622642,0.322541966426859,0,0
46,clinopyroxene,33.46,3.3,750,3,10.1393939393939,0.322541966426859,43.1159385813497,68.7745751455924
46,spinel,2.99,4.80046822742475,750,3,0.622855908704558,0.322541966426859,68.7745751455924,70.3507673212656
46,feldspar,21.25,2.66762823529412,750,3,7.96587759825428,0.322541966426859,70.3507673212656,90.509127814069
46,orthopyroxene,2.33,3.54,750,3,0.65819209039548,0.322541966426859,90.509127814069,92.1747413347452
46,water,1.68,0.58,750,3,2.89655172413793,0.322541966426859,92.1747413347452,99.5047226357408
46,garnet,0.79,4.03645569620253,750,3,0.195716256899147,0.322541966426859,99.5047226357408,100
47,Liquid,25.49,2.21,740,3,11.5339366515837,0.564748201438849,0,29.1758787606118
47,olivine,13.68,3.31,740,3,4.13293051359517,0.564748201438849,29.1758787606118,39.6304081405811
47,Total solids,4.71,1.1,740,3,4.28181818181818,0.564748201438849,0,0
47,System,104.7,2.65,740,3,39.5094339622642,0.564748201438849,0,0
47,clinopyroxene,33.46,3.3,740,3,10.1393939393939,0.564748201438849,39.6304081405811,65.2786960771392
47,spinel,3.02,4.81129139072848,740,3,0.627690105367479,0.564748201438849,65.2786960771392,66.8664809737141
47,feldspar,22.71,2.66549977983267,740,3,8.51997819389264,0.564748201438849,66.8664809737141,88.4183464240881
47,orthopyroxene,2.33,3.54,740,3,0.65819209039548,0.564748201438849,88.4183464240881,90.0832881704029
47,water,1.91,0.59,740,3,3.23728813559322,0.564748201438849,90.0832881704029,98.2722291200886
47,garnet,0.98,4.04816326530612,740,3,0.242085097801976,0.564748201438849,98.2722291200886,98.8845998722941
47,quartz,1.12,2.54,740,3,0.440944881889764,0.564748201438849,98.8845998722941,100
48,Liquid,22.25,2.22,730,3,10.0225225225225,0.618705035971223,0,25.3907328162787
48,olivine,13.68,3.31,730,3,4.13293051359517,0.618705035971223,25.3907328162787,35.8609646549326
48,Total solids,5.16,1.09,730,3,4.73394495412844,0.618705035971223,0,0
48,System,104.7,2.65,730,3,39.5094339622642,0.618705035971223,0,0
48,clinopyroxene,33.46,3.31,730,3,10.1087613293051,0.618705035971223,35.8609646549326,61.4701720614646
48,spinel,3.04,4.81092105263158,730,3,0.631895632196483,0.618705035971223,61.4701720614646,63.0709959188138
48,feldspar,23.96,2.66631886477462,730,3,8.98617202786257,0.618705035971223,63.0709959188138,85.8362720743769
48,orthopyroxene,2.33,3.55,730,3,0.656338028169014,0.618705035971223,85.8362720743769,87.49901750328
48,water,2.15,0.6,730,3,3.58333333333333,0.618705035971223,87.49901750328,96.5769177079316
48,garnet,1.17,4.05811965811966,730,3,0.288310867733783,0.618705035971223,96.5769177079316,97.307315089849
48,quartz,2.43,2.54,730,3,0.956692913385827,0.618705035971223,97.307315089849,99.730969823118
48,leucite,0.24,2.26,730,3,0.106194690265487,0.618705035971223,99.730969823118,100
49,Liquid,18.95,2.23,720,3,8.49775784753363,0.654676258992806,0,21.5046659786631
49,olivine,13.68,3.32,720,3,4.12048192771084,0.654676258992806,21.5046659786631,31.9320739039498
49,Total solids,5.46,1.07,720,3,5.10280373831776,0.654676258992806,0,0
49,System,104.7,2.65,720,3,39.5094339622642,0.654676258992806,0,0
49,clinopyroxene,33.46,3.31,720,3,10.1087613293051,0.654676258992806,31.9320739039498,57.5135907869976
49,spinel,3.04,4.81,720,3,0.632016632016632,0.654676258992806,57.5135907869976,59.1129899236089
49,feldspar,24.31,2.65913615795969,720,3,9.14206665470364,0.654676258992806,59.1129899236089,82.2481619644474
49,orthopyroxene,2.33,3.55,720,3,0.656338028169014,0.654676258992806,82.2481619644474,83.9091095129782
49,water,2.34,0.6,720,3,3.9,0.654676258992806,83.9091095129782,93.7785596457715
49,garnet,1.37,4.0707299270073,720,3,0.336548978823361,0.654676258992806,93.7785596457715,94.6302399954483
49,quartz,3.76,2.54,720,3,1.48031496062992,0.654676258992806,94.6302399954483,98.3763668376957
49,leucite,1.45,2.26,720,3,0.641592920353982,0.654676258992806,98.3763668376957,100
50,Liquid,16.77,2.24,710,3,7.48660714285714,0.543165467625899,0,18.9684731284586
50,olivine,13.68,3.32,710,3,4.12048192771084,0.543165467625899,18.9684731284586,29.4083491939007
50,Total solids,4.53,0.93,710,3,4.87096774193548,0.543165467625899,0,0
50,System,104.7,2.65,710,3,39.5094339622642,0.543165467625899,0,0
50,clinopyroxene,33.46,3.31,710,3,10.1087613293051,0.543165467625899,29.4083491939007,55.0204541138001
50,spinel,3.04,4.81,710,3,0.632016632016632,0.543165467625899,55.0204541138001,56.6217656655334
50,feldspar,24.53,2.65946188340807,710,3,9.22367045492867,0.543165467625899,56.6217656655334,79.9913564336288
50,orthopyroxene,2.33,3.55,710,3,0.656338028169014,0.543165467625899,79.9913564336288,81.6542899912401
50,water,2.46,0.61,710,3,4.0327868852459,0.543165467625899,81.6542899912401,91.8719771499112
50,garnet,1.51,4.07649006622517,710,3,0.370416700511738,0.543165467625899,91.8719771499112,92.8104849540362
50,quartz,4.69,2.54,710,3,1.84645669291339,0.543165467625899,92.8104849540362,97.4887675851485
50,leucite,2.24,2.26,710,3,0.991150442477876,0.543165467625899,97.4887675851485,100
51,Liquid,15.21,2.25,700,3,6.76,0.483213429256595,0,17.1579001451439
51,olivine,13.68,3.32,700,3,4.12048192771084,0.483213429256595,17.1579001451439,27.6163050956665
51,Total solids,4.03,0.85,700,3,4.74117647058824,0.483213429256595,0,0
51,System,104.7,2.66,700,3,39.3609022556391,0.483213429256595,0,0
51,clinopyroxene,33.46,3.31,700,3,10.1087613293051,0.483213429256595,27.6163050956665,53.2738668529609
51,spinel,3.04,4.81,700,3,0.632016632016632,0.483213429256595,53.2738668529609,54.8780204420454
51,feldspar,24.69,2.65967598217902,700,3,9.28308567112449,0.483213429256595,54.8780204420454,78.4398927769522
51,orthopyroxene,2.33,3.55,700,3,0.656338028169014,0.483213429256595,78.4398927769522,80.1057777397902
51,water,2.55,0.62,700,3,4.11290322580645,0.483213429256595,80.1057777397902,90.5449468011848
51,garnet,1.59,4.08452830188679,700,3,0.389273835920177,0.483213429256595,90.5449468011848,91.532982541693
51,quartz,5.36,2.54,700,3,2.11023622047244,0.483213429256595,91.532982541693,96.8890805229847
51,leucite,2.77,2.26,700,3,1.22566371681416,0.483213429256595,96.8890805229847,100
